actor_count	actors	category	cover_url	id	is_playable	is_watched	rank	rating	regions	release_date	score	title	types	url	vote_count
5	[堤真一, 远山景织子, 堀部圭亮, 大杉涟, 平泉成]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p453460950.jpg	1292397	False	False	171	[8.5, 45]	[日本]	1997-08-16	8.5	盗信情缘	[犯罪, 剧情, 动作, 喜剧]	https://movie.douban.com/subject/1292397/	3576
4	[莫里茨·布莱布特罗伊, 丘利潘·哈马托娃, 梅拉布·尼尼泽, 迪马克梅·阿基莫夫]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p459930268.jpg	1304596	False	False	172	[8.5, 45]	[德国, 日本, 塔吉克斯坦, 乌兹别克斯坦, 奥地利, 瑞士, 法国, 俄罗斯]	1999-09-08	8.5	谁来为我摘月亮	[喜剧, 剧情]	https://movie.douban.com/subject/1304596/	3094
3	[亚历克·吉尼斯, 瓦莱莉娅·霍布森, 丹尼斯·普莱斯]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1112153309.jpg	1295995	True	False	173	[8.5, 45]	[英国]	1949-06-21	8.5	仁心与冠冕	[喜剧, 犯罪]	https://movie.douban.com/subject/1295995/	2954
4	[约翰·列侬, 保罗·麦卡特尼, 乔治·哈里逊, 林哥·斯塔尔]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2176608211.jpg	1298566	False	False	174	[8.5, 45]	[英国]	1964-07-06	8.5	一夜狂欢	[喜剧, 音乐]	https://movie.douban.com/subject/1298566/	2616
3	[Petr Meissel, Gabriela Wilhelmová, Barbora Hrzánová]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1007772754.jpg	1308450	False	False	175	[8.5, 45]	[捷克, 瑞士, 英国]	1996	8.5	极乐同盟	[动画, 喜剧]	https://movie.douban.com/subject/1308450/	2560
5	[梅尔·布鲁克斯, 安妮·班克罗夫特, 提姆·麦锡森, 查尔斯·德恩, 克里斯托弗·洛伊德]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1482501815.jpg	1303285	True	False	176	[8.5, 45]	[美国]	1983-12-16	8.5	你逃我也逃	[剧情, 战争, 喜剧]	https://movie.douban.com/subject/1303285/	2487
3	[蒂姆·罗斯, 加里·奥德曼, 理查德·德莱弗斯]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1020454375.jpg	1301744	False	False	177	[8.5, 45]	[英国, 美国]	1990-09-12	8.5	君臣人子小命呜呼	[喜剧, 剧情]	https://movie.douban.com/subject/1301744/	2394
8	[弗朗科·英特朗吉, 阿尔贝托·索尔迪, 佛朗哥·法布里齐, 莱奥波多·特里耶斯泰, Riccardo Fellini, 莉奥诺拉·罗芙, Jean Brochard, Claude Farell]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2363177837.jpg	1300779	True	False	178	[8.5, 45]	[意大利, 法国]	1953-08-26	8.5	浪荡儿	[喜剧, 剧情]	https://movie.douban.com/subject/1300779/	2336
7	[卓勝利, 张柏舟, 吴炳南, 文英, 杨贵媚, 柯俊雄, 林美照]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2461104465.jpg	1308607	True	False	179	[8.5, 45]	[台湾]	1987-10-23	8.5	稻草人	[喜剧, 历史, 战争]	https://movie.douban.com/subject/1308607/	2145
3	[Orgyen Tobgyal, Neten Chokling, Jamyang Lodro]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1066348962.jpg	1305539	False	False	180	[8.5, 45]	[Bhutan, 澳大利亚]	2000-04-21	8.5	高山上的世界杯	[喜剧, 运动]	https://movie.douban.com/subject/1305539/	1926
4	[陈思思, 向群, 文逸民, 龚秋霞]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2345607696.jpg	1937380	True	False	181	[8.5, 45]	[香港]	1964-03-21	8.5	三笑	[喜剧]	https://movie.douban.com/subject/1937380/	1504
5	[巴斯特·基顿, 乔·罗伯茨, Monte Collins, Buster Keaton Jr., 乔·基顿]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2497704424.jpg	1295211	True	False	182	[8.5, 45]	[美国]	1923-11-19	8.5	待客之道	[喜剧, 家庭]	https://movie.douban.com/subject/1295211/	1311
3	[Antti Tarvainen, Joonas Saartamo, Johanna Rönnlöf]	喜剧	https://img3.doubanio.com/lpic/s1641861.jpg	1770655	False	False	183	[8.5, 45]	[芬兰]	2003-11-16	8.5	去往蒙巴萨的单程票	[喜剧, 剧情]	https://movie.douban.com/subject/1770655/	1303
6	[Ian Michael Smith, 约瑟夫·梅泽罗, 艾什莉·贾德, 奥利弗·普莱特, 大卫·斯特雷泽恩, 丹娜·爱薇]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2219604523.jpg	1294627	True	False	184	[8.5, 45]	[美国]	1998-09-11	8.5	一路上有你	[喜剧, 剧情]	https://movie.douban.com/subject/1294627/	1120
22	[塔伦·埃格顿, 科林·费尔斯, 塞缪尔·杰克逊, 迈克尔·凯恩, 马克·斯特朗, 索菲·库克森, 索菲亚·波多拉, 马克·哈米尔, 杰克·达文波特, 萨曼塔·沃马克, 汉娜·奥斯特罗姆, 约诺·戴维斯, 亚历克斯·尼科洛夫, 维利贝·托皮奇, 杰夫·贝尔, 艾德里安·奎因顿, 乔丹·朗, 西奥·巴克利姆比格斯, 摩根·华金斯, 拉尔夫·尹爱森, 爱德华·霍尔克罗夫特, 尼古拉斯·班克斯]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2231932406.jpg	24405378	True	False	185	[8.4, 45]	[英国, 美国]	2015-03-27	8.4	王牌特工：特工学院	[喜剧, 动作, 冒险]	https://movie.douban.com/subject/24405378/	317974
18	[周星驰, 巩俐, 陈百祥, 郑佩佩, 朱咪咪, 梁家仁, 苑琼丹, 梁荣忠, 黄一山, 黄霑, 吴镇宇, 刘家辉, 蓝洁瑛, 谷德昭, 陈辉虹, 李健仁, 宣萱, 温翠萍]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1946455272.jpg	1306249	True	False	186	[8.4, 45]	[香港]	1993-07-01	8.4	唐伯虎点秋香	[喜剧, 爱情, 古装]	https://movie.douban.com/subject/1306249/	304519
4	[雷·罗马诺, 约翰·雷吉扎莫, 丹尼斯·利瑞, 杰克·布莱克]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1910895719.jpg	1291578	True	False	187	[8.4, 45]	[美国]	2002-03-15	8.4	冰川时代	[喜剧, 动画, 冒险]	https://movie.douban.com/subject/1291578/	259749
30	[乔治·克鲁尼, 梅丽尔·斯特里普, 詹森·舒瓦兹曼, 比尔·默瑞, 华莱士·沃洛达斯基, 埃里克·蔡斯·安德森, 迈克尔·刚本, 威廉·达福, 欧文·威尔逊, 贾维斯·考科尔, 韦斯·安德森, 凯伦·达菲, 罗宾·赫尔斯通, 雨果·吉尼斯, 海伦·麦克洛瑞, 罗曼·科波拉, 尤玛·马努夫, 杰瑞米·道森, 加斯·詹宁斯, 布莱恩·考克斯, 特里斯坦·奥利弗, 詹姆斯·哈密尔顿, 史蒂文·M·拉尔斯, 罗伯·赫尔索夫, 珍妮弗·弗切斯, 艾莉森·阿巴特, 茉莉·库珀, 艾德里安·布洛迪, 马利欧·巴塔利, 马丁·巴拉德]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2174698025.jpg	1759386	True	False	188	[8.4, 45]	[美国]	2009-10-14	8.4	了不起的狐狸爸爸	[喜剧, 动画, 冒险]	https://movie.douban.com/subject/1759386/	106303
5	[黄秋生, 吴君如, 胡歌, 郑中基, 许飞]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2454027095.jpg	10772258	True	False	189	[8.4, 45]	[中国大陆, 香港]	2012-07-10	8.4	麦兜·当当伴我心	[喜剧, 动画]	https://movie.douban.com/subject/10772258/	76054
8	[让·杜雅尔丹, 贝热尼丝·贝乔, 约翰·古德曼, 詹姆斯·克伦威尔, 比茜·图诺克, 佩内洛普·安·米勒, 马尔科姆·麦克道威尔, 小狗乌吉 ]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1341284796.jpg	6097775	True	False	190	[8.4, 45]	[法国, 比利时, 美国]	2012-12-28	8.4	艺术家	[剧情, 喜剧, 爱情]	https://movie.douban.com/subject/6097775/	74681
5	[堺雅人, 香川照之, 广末凉子, 荒川良良, 森口瑶子]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1979399699.jpg	6880497	False	False	191	[8.4, 45]	[日本]	2012-06-17	8.4	盗钥匙的方法	[剧情, 喜剧]	https://movie.douban.com/subject/6880497/	71903
19	[丹·卡斯泰兰尼塔, 朱莉·卡夫娜, 南茜·卡特莱特, 雅德丽·史密斯, 汉克·阿扎利亚, 哈里·谢尔, 潘蜜拉·海登, 崔丝·麦妮利, 艾伯特·布鲁克斯, 卡尔·维耶德戈特, 玛西娅·华莱士, 露西·泰勒, 麦琪·罗丝威尔, Philip Rosenthal, 比利·乔·阿姆斯特朗, 特雷·库尔, 迈克·德特, 乔·曼特纳, 汤姆·汉克斯]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1947152148.jpg	1851906	True	False	192	[8.4, 45]	[美国]	2007-07-27	8.4	辛普森一家	[动画, 冒险, 喜剧]	https://movie.douban.com/subject/1851906/	62217
15	[贾斯汀·弗莱彻, 约翰·斯帕克斯, 欧米德·吉亚李利, 理查德·韦伯, 凯特·哈伯, 蒂姆·汉兹, 安迪·尼曼, 西蒙·格林诺, 艾玛·泰特, 杰克·保尔森, 西恩·康诺利, 亨利·伯顿, 迪曼特·维瓦斯, 苏菲·劳顿, 妮娅·梅迪·詹姆斯]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2249261202.jpg	24397586	True	False	193	[8.4, 45]	[英国, 法国]	2015-07-17	8.4	小羊肖恩	[喜剧, 动画, 冒险]	https://movie.douban.com/subject/24397586/	55378
8	[古今亭志ん朝, 三木纪平, 清川虹子, 野野村真, 石田百合子, 泉谷茂, 芦屋雁之助, 村田雄浩]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2156875496.jpg	1303907	False	False	194	[8.4, 45]	[日本]	1994-07-16	8.4	百变狸猫	[动画, 喜剧, 剧情, 奇幻]	https://movie.douban.com/subject/1303907/	55122
14	[泽比纽·扎马洲斯基, 朱莉·德尔佩, 扬努斯·加约斯, 杰基·斯图尔, 朱丽叶·比诺什, 亚历山大·巴尔迪尼, Grzegorz Warchol, Cezary Harasimowicz, Jerzy Nowak, 杰吉·特雷拉, Cezary Pazura, Philippe Morier-Genoud, Piotr Machalica, Barbara Dziekan]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1604838524.jpg	1292049	True	False	195	[8.4, 45]	[法国, 波兰, 瑞士]	1994-01-26	8.4	蓝白红三部曲之白	[喜剧, 剧情, 悬疑, 爱情]	https://movie.douban.com/subject/1292049/	50661
5	[贾林, 魏宗万, 孙飞虎, 朱艺, 李颖]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2252295029.jpg	2132220	True	False	196	[8.4, 45]	[中国大陆]	1992	8.4	三毛从军记	[剧情, 喜剧, 战争]	https://movie.douban.com/subject/2132220/	47502
9	[阿克谢·库玛尔, 帕莱什·拉瓦尔, 米特胡恩·查克拉博蒂, 欧姆·普瑞, 康柯纳·森·沙尔玛, 索娜什·辛哈 , 普拉部·地伐, 马赫什·曼杰瑞卡, Govind Namdeo]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1792520018.jpg	19945757	True	False	197	[8.4, 45]	[印度]	2012-09-28	8.4	偶滴神啊	[剧情, 喜剧]	https://movie.douban.com/subject/19945757/	40710
11	[妻夫木聪, 玉木宏, 近藤公园, 金子贵俊, 平山绫, 真锅香织, 松永博史, 杉浦太阳, 竹中直人, 柄本明, 杉本哲太]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p958191439.jpg	1301359	False	False	198	[8.4, 45]	[日本]	2001-09-15	8.4	五个扑水的少年	[喜剧, 运动]	https://movie.douban.com/subject/1301359/	31406
15	[奥斯卡·马丁内兹, 达迪·布列瓦, 安德丽娅·弗里杰里奥, 诺拉·纳瓦斯, 曼努埃尔·维森特, 马塞洛·丹德烈亚, 贝伦·沙瓦纳, 古斯塔沃·加尔松, 朱利安·拉基尔·泰拉里尼, 艾玛·里维拉, 尼古拉斯·德·特蕾西, 丹尼尔·卡尔吉曼, 亚历克西斯·洛佩兹·科斯塔, 莱昂纳多·穆里亚, 佩德罗·罗斯]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2441383861.jpg	26844922	True	False	199	[8.4, 45]	[阿根廷, 西班牙]	2016-09-04	8.4	杰出公民	[剧情, 喜剧]	https://movie.douban.com/subject/26844922/	26518
7	[安杰丽卡·休斯顿, 劳尔·朱力亚, 克里斯托弗·洛伊德, 克里斯蒂娜·里奇, 丹娜·爱薇, 卡雷尔·斯特鲁基, 丹·哈达亚]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1232516250.jpg	1293718	True	False	200	[8.4, 45]	[美国]	1991-11-22	8.4	亚当斯一家	[喜剧, 家庭, 奇幻]	https://movie.douban.com/subject/1293718/	22750
8	[格蕾塔·葛韦格, 米奇·萨姆纳, 迈克尔·埃斯佩尔, 亚当·德赖弗, 迈克尔·泽根, Charlotte d'Amboise, 格蕾丝·古默, 贾斯汀·卢佩]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1927054388.jpg	11527487	True	False	201	[8.4, 45]	[美国]	2012-09-01	8.4	弗兰西丝·哈	[剧情, 喜剧]	https://movie.douban.com/subject/11527487/	18543
7	[森迫永依, 福田麻由子, 高桥克实, 美山加恋, 元冬树, 清水美智子, 马宫辉]	喜剧	https://img3.doubanio.com/lpic/s4398270.jpg	1917160	False	False	202	[8.4, 45]	[日本]	2006-04-18	8.4	樱桃小丸子 真人版1	[喜剧]	https://movie.douban.com/subject/1917160/	8946
5	[秀兰·邓波儿, 理查德·格林, 安妮塔·露易丝, Ian Hunter, 恺撒·罗摩洛]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2170114015.jpg	1292737	True	False	203	[8.4, 45]	[美国]	1939-03-10	8.4	小公主	[喜剧, 剧情, 家庭, 歌舞]	https://movie.douban.com/subject/1292737/	8699
3	[达尼埃尔·奥特伊, 帕斯卡·杜奎奈, 缪缪]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1184771401.jpg	1295507	False	False	204	[8.4, 45]	[比利时, 法国, 英国]	1996-05-22	8.4	第八日	[喜剧, 剧情]	https://movie.douban.com/subject/1295507/	6067
9	[马蒂·佩龙帕, 吉姆·贾木许, Kari Väänänen, Sakke Järvenpää, 萨卡里·库斯曼嫩, Silu Seppälä, Mato Valtonen, Olli Tuominen, Richard Boes]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1652557747.jpg	1316560	False	False	205	[8.4, 45]	[芬兰, 瑞典]	1989-03-24	8.4	列宁格勒牛仔征美记	[喜剧, 音乐]	https://movie.douban.com/subject/1316560/	5780
3	[雅克·塔蒂, 让·皮埃尔·佐拉, Adrienne Servantie]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p685838678.jpg	1400829	True	False	206	[8.4, 45]	[意大利, 法国]	1958-05-10	8.4	我的舅舅	[喜剧]	https://movie.douban.com/subject/1400829/	4554
7	[蒋天流, 张伐, 石挥, 路珊, 上官云珠, 韩非, 汪漪]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2082685213.jpg	1421673	True	False	207	[8.4, 45]	[中国大陆]	1947-12-01	8.4	太太万岁	[喜剧, 家庭]	https://movie.douban.com/subject/1421673/	4433
5	[诺拉·格雷戈尔, 波莱特·杜博斯特, 米拉·帕雷利, 奥黛特·塔拉扎克, 马塞尔·达里奥]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p863429327.jpg	1401261	True	False	208	[8.4, 45]	[法国]	1939-07-08	8.4	游戏规则	[喜剧, 剧情]	https://movie.douban.com/subject/1401261/	4431
6	[杰奎琳·比塞特, 瓦伦蒂娜·格特斯, 达尼, 让-皮埃尔·利奥德, 弗朗索瓦·特吕弗, 让-皮埃尔·奥蒙特]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2298440925.jpg	1293299	True	False	209	[8.4, 45]	[法国, 意大利]	1973-05-24	8.4	日以作夜	[喜剧, 剧情, 爱情]	https://movie.douban.com/subject/1293299/	4217
3	[安娜·克鲁姆斯基, 麦考利·卡尔金, 杰米·李·柯蒂斯]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1194943338.jpg	1299802	True	False	210	[8.4, 45]	[美国]	1991-11-27	8.4	宝贝小情人	[剧情, 喜剧, 爱情]	https://movie.douban.com/subject/1299802/	3930
15	[兹旦内克·斯维拉克, 安德列·查利蒙, 利布谢·赛文卡娃, 翁德雷·维特希, 史黛拉·查娜克娃, 拉吉斯拉夫·斯莫利亚克, 伊琳娜·别兹鲁科夫, 西尔维娅·苏瓦栁娃, 莉利亚·马尔金, 卡雷尔·黑勒曼克, 佩特拉·斯贝尔克瓦, 妮拉·布德芙, 雷尼·普瑞比勒, 米罗斯拉夫·塔博尔斯基, 丝拉芙卡·布迪诺娃]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2373890972.jpg	1303026	False	False	211	[8.4, 45]	[捷克, 英国, 法国]	1996-05-15	8.4	给我一个爸	[剧情, 喜剧, 音乐]	https://movie.douban.com/subject/1303026/	3781
5	[Stuart Whitman, Sarah Miles, James Fox, Alberto Sordi, Robert Morley]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p700027492.jpg	1441189	True	False	212	[8.4, 45]	[英国]	1965-06-03	8.4	飞行器里的好小伙，或我是怎样花25小时11分从伦敦飞到巴黎	[冒险, 喜剧, 动作]	https://movie.douban.com/subject/1441189/	3537
4	[西田尚美, 利重刚, 角替和枝, 鹤田忍]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1090113289.jpg	1720137	False	False	213	[8.4, 45]	[日本]	1997-02-15	8.4	秘密花园	[喜剧, 犯罪]	https://movie.douban.com/subject/1720137/	3153
12	[科琳娜·马尔尚, Antoine Bourseiller, Dominique Davray, Dorothée Blanck, 米切尔·莱格兰德, 约瑟·路易斯·德·维拉龙卡, Loye Payen, Renée Duchateau, Lucienne Marchand, 塞吉·科波尔, Robert Postec, Arthur Brunet]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2438827116.jpg	1294565	True	False	214	[8.4, 45]	[法国, 意大利]	1962-04-11	8.4	五至七时的奇奥	[喜剧, 剧情, 音乐]	https://movie.douban.com/subject/1294565/	3103
5	[威廉·霍尔登, 唐·泰勒, 奥托·普雷明格, 罗伯特·斯特劳斯, 哈维·莱姆贝克]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2205714500.jpg	1294605	True	False	215	[8.4, 45]	[美国]	1953-05-29	8.4	战地军魂	[剧情, 喜剧, 战争]	https://movie.douban.com/subject/1294605/	2373
3	[马塞洛·马斯楚安尼, 达尼埃拉·罗卡, 斯特法尼娅·桑德雷利]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2197945536.jpg	1303186	False	False	216	[8.4, 45]	[意大利]	1961-12-20	8.4	意大利式离婚	[喜剧]	https://movie.douban.com/subject/1303186/	2266
15	[杰基·斯图尔, Malgorzata Zabkowska, Ewa Pokas, Stefan Czyzewski, Jerzy Nowak, Tadeusz Bradecki, Marek Litewka, Boguslaw Sobczuk, 克日什托夫·扎努西, Andrzej Jurga, Alicja Bienicewicz, Tadeusz Rzepka, Aleksandra Kisielewska, Wlodzimierz Maciudzinski, Roman Stankiewicz]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2206932070.jpg	1294303	True	False	217	[8.4, 45]	[波兰]	1979-11-16	8.4	影迷	[剧情, 喜剧, 爱情]	https://movie.douban.com/subject/1294303/	2036
3	[西尔维娅·皮纳尔, Enrique Rambal, 克劳迪奥·布鲁克]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1691815236.jpg	1303556	False	False	218	[8.4, 45]	[墨西哥]	1962-12-16	8.4	泯灭天使	[喜剧, 剧情, 奇幻, 悬疑]	https://movie.douban.com/subject/1303556/	1838
15	[约翰·贝鲁西, 丹·艾克罗伊德, 詹姆斯·布朗, 凯比·卡洛威, 雷·查尔斯, 艾瑞莎·弗兰克林, 史蒂夫·克罗帕, 唐纳德邓恩, Murphy Dunne, 威利霍尔, 汤姆·马龙, Lou Marini, Matt Murphy, Alan Rubin, 凯丽·费雪]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1690617156.jpg	1297200	True	False	219	[8.4, 45]	[美国]	1980-06-20	8.4	福禄双霸天	[喜剧, 动作, 犯罪, 音乐]	https://movie.douban.com/subject/1297200/	1720
1	[秀兰·邓波儿 (Shirley Temple)]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2170113566.jpg	1307417	True	False	220	[8.4, 45]	[美国]	1935-11-22	8.4	小叛逆	[喜剧, 剧情, 家庭, 战争]	https://movie.douban.com/subject/1307417/	1620
16	[杰克·莱蒙, 沃尔特·马修, 苏珊·萨兰登, 文森特·加迪尼亚, 大卫·韦恩, 艾伦·加菲尔德, 奥斯汀·潘德尔顿, 查尔斯·德恩, Herb Edelman, 马丁·加贝尔, 海尔德·高德, Cliff Osmond, Dick O'Neill, Jon Korkes, Lou Frizzell, 卡罗尔·博内特]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2171856537.jpg	1294418	False	False	221	[8.4, 45]	[美国]	1974-12-17	8.4	满城风雨	[喜剧, 剧情, 爱情]	https://movie.douban.com/subject/1294418/	1481
8	[Danièle Barraud, 让-皮埃尔·卡塞尔, Dany Saval, 乔治·威尔森, 让·德赛利, 埃迪·康斯坦丁, 玛丽那·维拉迪, 玛丽-若斯·纳特]	喜剧	https://img3.doubanio.com/lpic/s3308752.jpg	2032829	True	False	222	[8.4, 45]	[意大利, 法国]	1962-03-07	8.4	七宗罪	[喜剧]	https://movie.douban.com/subject/2032829/	1293
5	[Annika Pages, 扬·尼克拉斯, Christiane Hörbiger, 奥托·申克, Fritz Eckhardt]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2332355504.jpg	1470093	False	False	223	[8.4, 45]	[奥地利, 德国]	1994-04-28	8.4	味浓情更浓	[喜剧]	https://movie.douban.com/subject/1470093/	1261
7	[罗宾·威廉姆斯, 汉娜·泰勒-高登, Éva Igó, István Bálint, 尤斯图斯·冯·多赫南伊, 列维·施瑞博尔, 艾伦·阿金]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2195382767.jpg	1292671	True	False	224	[8.4, 45]	[法国, 美国, 匈牙利]	1999-09-24	8.4	善意的谎言	[喜剧, 剧情, 战争]	https://movie.douban.com/subject/1292671/	1225
7	[达斯汀·霍夫曼, 吉娜·戴维斯, 安迪·加西亚, 琼·库萨克, 丹尼尔·鲍德温, 凯文·J·奥康纳, 莫里·柴金]	喜剧	https://img1.doubanio.com/lpic/s6968469.jpg	1301420	True	False	225	[8.4, 45]	[美国]	1992-10-02	8.4	无名英雄	[喜剧, 剧情]	https://movie.douban.com/subject/1301420/	1205
4	[郑允浩, 朴有天, 全慧彬, 张英兰]	喜剧	https://img3.doubanio.com/lpic/s6808094.jpg	6753077	False	False	226	[8.4, 45]	[韩国]	2005-10-09	8.4	初恋	[喜剧, 爱情]	https://movie.douban.com/subject/6753077/	1200
3	[Louis de Funès, Frank David, Hervé Bellon]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1621388430.jpg	1469239	False	False	227	[8.4, 45]	[法国]	1980-03-05	8.4	吝啬鬼	[喜剧]	https://movie.douban.com/subject/1469239/	1161
7	[Eugene Simon, Matthew Goode, Russell Tovey, Tamzin Merchant, Omid Djalili, Imelda Staunton, Chris Langham]	喜剧	https://img1.doubanio.com/lpic/s2149839.jpg	1862913	False	False	228	[8.4, 45]	[UK]	2005-12-27	8.4	我的家人和其他动物	[剧情, 喜剧]	https://movie.douban.com/subject/1862913/	1081
3	[鲁道夫·霍辛斯基, 伏拉基米尔·布劳德斯基, 瓦茨拉夫·内茨卡]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1632314768.jpg	1306418	False	False	229	[8.4, 45]	[捷克斯洛伐克]	1990-05-16	8.4	失翼灵雀	[喜剧, 剧情, 爱情]	https://movie.douban.com/subject/1306418/	1054
4	[黄自强, Michael Treanor, 麦克斯·艾略特·斯莱德, Chad Power]	喜剧	https://img3.doubanio.com/lpic/s1891003.jpg	1307270	False	False	230	[8.4, 45]	[美国]	1992-08-07	8.4	忍者小英雄	[喜剧, 动作, 运动]	https://movie.douban.com/subject/1307270/	1039
8	[平采娜·乐维瑟派布恩, 马里奥·毛瑞尔, 苏达拉·布查蓬, 雅尼卡·桑普蕾舞, 诺特·阿查拉那·阿瑞亚卫考, 皮拉瓦特·赫拉巴特, 普特鹏·普罗萨卡·那·萨克那卡林, 华森·波克彭]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1505312273.jpg	4739952	True	False	231	[8.3, 45]	[泰国]	2012-06-05	8.3	初恋这件小事	[剧情, 喜剧, 爱情]	https://movie.douban.com/subject/4739952/	436001
12	[克里斯汀·贝尔, 伊迪娜·门泽尔, 乔纳森·格罗夫, 乔什·加德, 圣蒂诺·方塔纳, 艾伦·图代克, 塞伦·希德, 克里斯·威廉姆斯, 斯蒂芬·安德森, 伊迪·迈克莱尔, 罗伯特·派恩, 莫里斯·拉马奇]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2166640945.jpg	4202982	True	False	232	[8.3, 45]	[美国]	2014-02-05	8.3	冰雪奇缘	[喜剧, 动画, 奇幻, 冒险]	https://movie.douban.com/subject/4202982/	292285
12	[任素汐, 大力, 刘帅良, 裴魁山, 阿如那, 韩彦博, 卜冠今, 王堃, 高阳, 苏千越, 查尔斯·亚瑟, 王峰]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2393044761.jpg	25921812	True	False	233	[8.3, 45]	[中国大陆]	2016-10-28	8.3	驴得水	[剧情, 喜剧]	https://movie.douban.com/subject/25921812/	288307
7	[杰西·艾森伯格, 安妮·海瑟薇, 乔治·洛佩兹, 罗德里戈·桑托罗, 凯特·德尔·卡斯蒂洛, 卡洛斯·庞丝, Bernardo de Paula]	喜剧	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2170811687.jpg	3731581	True	False	234	[8.3, 45]	[美国]	2011-04-08	8.3	里约大冒险	[喜剧, 动画, 冒险]	https://movie.douban.com/subject/3731581/	216033
12	[阿米尔·汗, 安努舒卡·莎玛, 桑杰·达特, 博曼·伊拉尼, 沙鲁巴·舒克拉, 苏尚特·辛格·拉吉普特, 帕里卡沙特.萨赫尼, 阿马尔迪普·杰哈, 瑞玛·德纳斯, 迪伦德拉·德维韦迪, 赛·甘德沃尔, 拉姆·P·塞蒂]	喜剧	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2243803873.jpg	10741643	True	False	235	[8.3, 45]	[印度]	2015-05-22	8.3	我的个神啊	[喜剧, 奇幻]	https://movie.douban.com/subject/10741643/	168119
